movie_name,movie_comment
魔鬼剋星：未來世,衝著保羅路德去看的朋友可能要失望！他戲份少的可憐，主角都是年輕的小朋友！
魔鬼剋星：未來世,"這是魔鬼剋星歷年來最好看的一集,雖以新人接班，但也不忘對20年前的老人致敬，的確做到傳承的意味,劇本編寫不落俗套，還不錯"
魔鬼剋星：未來世,看完後滿滿的感動，後面很多驚喜，真的是為之前舊版魔鬼剋星致敬的一集
魔鬼剋星：未來世,蠻不錯的小品，有歡笑、有感動，推薦！
魔鬼剋星：未來世,好看，不冷場，推薦👍👍👍
魔鬼剋星：未來世,特效及小女孩演技都很好，有延續之前的精神風格
魔鬼剋星：未來世,主題曲一播回憶滿滿～棉花糖人好可愛
魔鬼剋星：未來世,蠻好看的，還有點洋蔥，蟻人加分不少
魔鬼剋星：未來世,"蠻好看的，棉花糖人超可愛❤️
要看的人建議可以看1984年的魔鬼剋星（第1集），有看的就懂一些情節，我朋友沒看第一集的觀後感是說有些情節有點突然
今年最後一天就是要看電影啊~"
魔鬼剋星：未來世,好看，很多地方蠻感人的，特效不錯，鬼種類有點少，片尾有彩蛋
